RA,STATE,AGE5P,AGE5P_RA,INGP,IEO,ENGLP,OCCP,N
1,8,2,4,0,7,4,5,0
1,8,2,4,0,7,4,6,6
1,8,2,4,0,7,4,7,4
1,8,2,4,0,7,4,8,22
1,8,2,4,0,7,4,9,55
1,8,2,4,0,7,1,10,55
1,8,2,4,0,7,1,1,193
1,8,2,4,0,7,1,2,502
1,8,2,4,0,7,1,3,1718
1,8,2,4,0,7,1,4,364
1,8,2,4,0,7,1,5,268
1,8,2,4,0,7,1,6,488
1,8,2,4,0,7,1,7,389
1,8,2,4,0,7,1,8,616
1,8,2,4,0,7,1,9,902
1,8,2,4,0,7,2,10,17
1,8,2,4,0,7,2,1,34
1,8,2,4,0,7,2,2,110
1,8,2,4,0,7,2,3,132
1,8,2,4,0,7,2,4,85
1,8,2,4,0,7,2,5,46
1,8,2,4,0,7,2,6,94
1,8,2,4,0,7,2,7,60
1,8,2,4,0,7,2,8,124
1,8,2,4,0,7,2,9,318
1,8,2,4,0,7,3,10,14
1,8,2,4,0,7,3,1,9
1,8,2,4,0,7,3,2,24
1,8,2,4,0,7,3,3,54
1,8,2,4,0,7,3,4,44
1,8,2,4,0,7,3,5,10
1,8,2,4,0,7,3,6,29
1,8,2,4,0,7,3,7,28
1,8,2,4,0,7,3,8,98
1,8,2,4,0,7,3,9,263
1,8,2,4,0,8,4,10,4
1,8,2,4,0,8,4,1,0
1,8,2,4,0,8,4,2,0
1,8,2,4,0,8,4,3,8
1,8,2,4,0,8,4,4,3
1,8,2,4,0,8,4,5,0
1,8,2,4,0,8,4,6,0
1,8,2,4,0,8,4,7,0
1,8,2,4,0,8,4,8,19
1,8,2,4,0,8,4,9,90
1,8,2,4,0,8,1,10,39
1,8,2,4,0,8,1,1,199
1,8,2,4,0,8,1,2,604
1,8,2,4,0,8,1,3,1566
1,8,2,4,0,8,1,4,413
1,8,2,4,0,8,1,5,296
1,8,2,4,0,8,1,6,485
1,8,2,4,0,8,1,7,364
1,8,2,4,0,8,1,8,613
1,8,2,4,0,8,1,9,992
1,8,2,4,0,8,2,10,18
1,8,2,4,0,8,2,1,32
1,8,2,4,0,8,2,2,123
1,8,2,4,0,8,2,3,104
1,8,2,4,0,8,2,4,104
1,8,2,4,0,8,2,5,50
1,8,2,4,0,8,2,6,116
1,8,2,4,0,8,2,7,48
1,8,2,4,0,8,2,8,91
1,8,2,4,0,8,2,9,344
1,8,2,4,0,8,3,10,12
1,8,2,4,0,8,3,1,5
1,8,2,4,0,8,3,2,28
1,8,2,4,0,8,3,3,36
1,8,2,4,0,8,3,4,41
1,8,2,4,0,8,3,5,16
1,8,2,4,0,8,3,6,29
1,8,2,4,0,8,3,7,24
1,8,2,4,0,8,3,8,89
1,8,2,4,0,8,3,9,316
1,8,2,4,0,9,4,10,3
1,8,2,4,0,9,4,1,0
1,8,2,4,0,9,4,2,0
1,8,2,4,0,9,4,3,10
1,8,2,4,0,9,4,4,4
1,8,2,4,0,9,4,5,8
1,8,2,4,0,9,4,6,5
1,8,2,4,0,9,4,7,3
1,8,2,4,0,9,4,8,24
1,8,2,4,0,9,4,9,80
1,8,2,4,0,9,1,10,61
1,8,2,4,0,9,1,1,241
1,8,2,4,0,9,1,2,941
1,8,2,4,0,9,1,3,1550
1,8,2,4,0,9,1,4,608
1,8,2,4,0,9,1,5,378
1,8,2,4,0,9,1,6,702
1,8,2,4,0,9,1,7,336
1,8,2,4,0,9,1,8,677
1,8,2,4,0,9,1,9,1274
1,8,2,4,0,9,2,10,16
1,8,2,4,0,9,2,1,31
1,8,2,4,0,9,2,2,177
1,8,2,4,0,9,2,3,119
1,8,2,4,0,9,2,4,132
1,8,2,4,0,9,2,5,68
1,8,2,4,0,9,2,6,110
1,8,2,4,0,9,2,7,52
1,8,2,4,0,9,2,8,121
1,8,2,4,0,9,2,9,410
1,8,2,4,0,9,3,10,17
1,8,2,4,0,9,3,1,6
1,8,2,4,0,9,3,2,29
1,8,2,4,0,9,3,3,53
1,8,2,4,0,9,3,4,60
1,8,2,4,0,9,3,5,14
1,8,2,4,0,9,3,6,49
1,8,2,4,0,9,3,7,28
1,8,2,4,0,9,3,8,102
1,8,2,4,0,9,3,9,346
1,8,2,4,0,10,4,10,4
1,8,2,4,0,10,4,1,0
1,8,2,4,0,10,4,2,0
1,8,2,4,0,10,4,3,3
1,8,2,4,0,10,4,4,8
1,8,2,4,0,10,4,5,0
1,8,2,4,0,10,4,6,0
1,8,2,4,0,10,4,7,6
1,8,2,4,0,10,4,8,10
1,8,2,4,0,10,4,9,61
1,8,2,4,0,10,1,10,39
1,8,2,4,0,10,1,1,195
1,8,2,4,0,10,1,2,979
1,8,2,4,0,10,1,3,825
1,8,2,4,0,10,1,4,556
1,8,2,4,0,10,1,5,280
1,8,2,4,0,10,1,6,527
1,8,2,4,0,10,1,7,196
1,8,2,4,0,10,1,8,431
1,8,2,4,0,10,1,9,1289
1,8,2,4,0,10,2,10,5
1,8,2,4,0,10,2,1,24
1,8,2,4,0,10,2,2,143
1,8,2,4,0,10,2,3,51
1,8,2,4,0,10,2,4,81
1,8,2,4,0,10,2,5,43
1,8,2,4,0,10,2,6,81
1,8,2,4,0,10,2,7,17
1,8,2,4,0,10,2,8,57
1,8,2,4,0,10,2,9,377
1,8,2,4,0,10,3,10,5
1,8,2,4,0,10,3,1,4
1,8,2,4,0,10,3,2,20
1,8,2,4,0,10,3,3,20
1,8,2,4,0,10,3,4,28
1,8,2,4,0,10,3,5,14
1,8,2,4,0,10,3,6,28
1,8,2,4,0,10,3,7,7
1,8,2,4,0,10,3,8,62
1,8,2,4,0,10,3,9,312
1,8,2,4,1,1,4,10,0
1,8,2,4,1,1,4,1,0
1,8,2,4,1,1,4,2,0
1,8,2,4,1,1,4,3,0
1,8,2,4,1,1,4,4,0
1,8,2,4,1,1,4,5,0
1,8,2,4,1,1,4,6,0
1,8,2,4,1,1,4,7,0
1,8,2,4,1,1,4,8,0
1,8,2,4,1,1,4,9,0
1,8,2,4,1,1,1,10,3
1,8,2,4,1,1,1,1,3
1,8,2,4,1,1,1,2,3
1,8,2,4,1,1,1,3,23
1,8,2,4,1,1,1,4,0
1,8,2,4,1,1,1,5,0
1,8,2,4,1,1,1,6,4
1,8,2,4,1,1,1,7,8
1,8,2,4,1,1,1,8,22
1,8,2,4,1,1,1,9,83
1,8,2,4,1,1,2,10,0
1,8,2,4,1,1,2,1,0
1,8,2,4,1,1,2,2,0
1,8,2,4,1,1,2,3,0
1,8,2,4,1,1,2,4,0
1,8,2,4,1,1,2,5,0
1,8,2,4,1,1,2,6,0
1,8,2,4,1,1,2,7,0
1,8,2,4,1,1,2,8,0
1,8,2,4,1,1,2,9,0
1,8,2,4,1,1,3,10,0
1,8,2,4,1,1,3,1,0
1,8,2,4,1,1,3,2,0
1,8,2,4,1,1,3,3,0
1,8,2,4,1,1,3,4,0
1,8,2,4,1,1,3,5,0
1,8,2,4,1,1,3,6,0
1,8,2,4,1,1,3,7,0
1,8,2,4,1,1,3,8,0
1,8,2,4,1,1,3,9,0
1,8,2,4,1,2,4,10,0
1,8,2,4,1,2,4,1,0
1,8,2,4,1,2,4,2,0
1,8,2,4,1,2,4,3,0
1,8,2,4,1,2,4,4,0
1,8,2,4,1,2,4,5,0
1,8,2,4,1,2,4,6,0
1,8,2,4,1,2,4,7,0
1,8,2,4,1,2,4,8,0
1,8,2,4,1,2,4,9,0
1,8,2,4,1,2,1,10,0
1,8,2,4,1,2,1,1,3
1,8,2,4,1,2,1,2,3
1,8,2,4,1,2,1,3,32
1,8,2,4,1,2,1,4,6
1,8,2,4,1,2,1,5,8
1,8,2,4,1,2,1,6,4
1,8,2,4,1,2,1,7,11
1,8,2,4,1,2,1,8,18
1,8,2,4,1,2,1,9,83
1,8,2,4,1,2,2,10,0
1,8,2,4,1,2,2,1,0
1,8,2,4,1,2,2,2,0
1,8,2,4,1,2,2,3,0
1,8,2,4,1,2,2,4,0
1,8,2,4,1,2,2,5,0
1,8,2,4,1,2,2,6,0
1,8,2,4,1,2,2,7,0
1,8,2,4,1,2,2,8,0
1,8,2,4,1,2,2,9,7
1,8,2,4,1,2,3,10,0
1,8,2,4,1,2,3,1,0
1,8,2,4,1,2,3,2,0
1,8,2,4,1,2,3,3,0
1,8,2,4,1,2,3,4,0
1,8,2,4,1,2,3,5,0
1,8,2,4,1,2,3,6,0
1,8,2,4,1,2,3,7,0
1,8,2,4,1,2,3,8,0
1,8,2,4,1,2,3,9,0
1,8,2,4,1,3,4,10,0
1,8,2,4,1,3,4,1,0
1,8,2,4,1,3,4,2,0
1,8,2,4,1,3,4,3,0
1,8,2,4,1,3,4,4,0
1,8,2,4,1,3,4,5,0
1,8,2,4,1,3,4,6,0
1,8,2,4,1,3,4,7,0
1,8,2,4,1,3,4,8,0
1,8,2,4,1,3,4,9,0
1,8,2,4,1,3,1,10,5
1,8,2,4,1,3,1,1,0
1,8,2,4,1,3,1,2,6
1,8,2,4,1,3,1,3,27
1,8,2,4,1,3,1,4,7
1,8,2,4,1,3,1,5,3
1,8,2,4,1,3,1,6,0
1,8,2,4,1,3,1,7,18
1,8,2,4,1,3,1,8,15
1,8,2,4,1,3,1,9,64
1,8,2,4,1,3,2,10,0
1,8,2,4,1,3,2,1,0
1,8,2,4,1,3,2,2,0
1,8,2,4,1,3,2,3,10
1,8,2,4,1,3,2,4,0
1,8,2,4,1,3,2,5,0
1,8,2,4,1,3,2,6,0
1,8,2,4,1,3,2,7,0
1,8,2,4,1,3,2,8,0
1,8,2,4,1,3,2,9,0
1,8,2,4,1,3,3,10,0
1,8,2,4,1,3,3,1,0
1,8,2,4,1,3,3,2,0
1,8,2,4,1,3,3,3,0
1,8,2,4,1,3,3,4,0
1,8,2,4,1,3,3,5,0
1,8,2,4,1,3,3,6,0
1,8,2,4,1,3,3,7,0
1,8,2,4,1,3,3,8,0
1,8,2,4,1,3,3,9,0
1,8,2,4,1,4,4,10,0
1,8,2,4,1,4,4,1,0
1,8,2,4,1,4,4,2,0
1,8,2,4,1,4,4,3,0
1,8,2,4,1,4,4,4,0
1,8,2,4,1,4,4,5,0
1,8,2,4,1,4,4,6,0
1,8,2,4,1,4,4,7,0
1,8,2,4,1,4,4,8,0
1,8,2,4,1,4,4,9,0
1,8,2,4,1,4,1,10,0
1,8,2,4,1,4,1,1,0
1,8,2,4,1,4,1,2,6
1,8,2,4,1,4,1,3,17
1,8,2,4,1,4,1,4,4
1,8,2,4,1,4,1,5,5
1,8,2,4,1,4,1,6,7
1,8,2,4,1,4,1,7,11
1,8,2,4,1,4,1,8,15
1,8,2,4,1,4,1,9,46
1,8,2,4,1,4,2,10,0
1,8,2,4,1,4,2,1,0
1,8,2,4,1,4,2,2,0
1,8,2,4,1,4,2,3,3
1,8,2,4,1,4,2,4,0
1,8,2,4,1,4,2,5,0
1,8,2,4,1,4,2,6,0
1,8,2,4,1,4,2,7,0
1,8,2,4,1,4,2,8,0
1,8,2,4,1,4,2,9,3
1,8,2,4,1,4,3,10,0
1,8,2,4,1,4,3,1,0
1,8,2,4,1,4,3,2,0
1,8,2,4,1,4,3,3,0
1,8,2,4,1,4,3,4,0
1,8,2,4,1,4,3,5,0
1,8,2,4,1,4,3,6,0
1,8,2,4,1,4,3,7,0
1,8,2,4,1,4,3,8,0
1,8,2,4,1,4,3,9,0
1,8,2,4,1,5,4,10,0
1,8,2,4,1,5,4,1,0
1,8,2,4,1,5,4,2,0
1,8,2,4,1,5,4,3,0
1,8,2,4,1,5,4,4,0
1,8,2,4,1,5,4,5,0
1,8,2,4,1,5,4,6,0
1,8,2,4,1,5,4,7,0
1,8,2,4,1,5,4,8,0
1,8,2,4,1,5,4,9,0
1,8,2,4,1,5,1,10,0
1,8,2,4,1,5,1,1,3
1,8,2,4,1,5,1,2,3
1,8,2,4,1,5,1,3,18
1,8,2,4,1,5,1,4,4
1,8,2,4,1,5,1,5,5
1,8,2,4,1,5,1,6,6
1,8,2,4,1,5,1,7,7
1,8,2,4,1,5,1,8,14
1,8,2,4,1,5,1,9,39
1,8,2,4,1,5,2,10,0
1,8,2,4,1,5,2,1,0
1,8,2,4,1,5,2,2,0
1,8,2,4,1,5,2,3,0
1,8,2,4,1,5,2,4,0
1,8,2,4,1,5,2,5,0
1,8,2,4,1,5,2,6,0
1,8,2,4,1,5,2,7,0
1,8,2,4,1,5,2,8,0
1,8,2,4,1,5,2,9,0
1,8,2,4,1,5,3,10,0
1,8,2,4,1,5,3,1,0
1,8,2,4,1,5,3,2,0
1,8,2,4,1,5,3,3,0
1,8,2,4,1,5,3,4,0
1,8,2,4,1,5,3,5,0
1,8,2,4,1,5,3,6,0
1,8,2,4,1,5,3,7,0
1,8,2,4,1,5,3,8,0
1,8,2,4,1,5,3,9,0
1,8,2,4,1,6,4,10,0
1,8,2,4,1,6,4,1,0
1,8,2,4,1,6,4,2,0
1,8,2,4,1,6,4,3,0
1,8,2,4,1,6,4,4,0
1,8,2,4,1,6,4,5,0
1,8,2,4,1,6,4,6,0
1,8,2,4,1,6,4,7,0
1,8,2,4,1,6,4,8,0
1,8,2,4,1,6,4,9,0
1,8,2,4,1,6,1,10,0
1,8,2,4,1,6,1,1,0
1,8,2,4,1,6,1,2,4
1,8,2,4,1,6,1,3,15
1,8,2,4,1,6,1,4,5
1,8,2,4,1,6,1,5,0
1,8,2,4,1,6,1,6,5
1,8,2,4,1,6,1,7,8
1,8,2,4,1,6,1,8,14
1,8,2,4,1,6,1,9,27
1,8,2,4,1,6,2,10,0
1,8,2,4,1,6,2,1,0
1,8,2,4,1,6,2,2,0
1,8,2,4,1,6,2,3,0
1,8,2,4,1,6,2,4,0
1,8,2,4,1,6,2,5,0
1,8,2,4,1,6,2,6,0
1,8,2,4,1,6,2,7,0
1,8,2,4,1,6,2,8,0
1,8,2,4,1,6,2,9,6
1,8,2,4,1,6,3,10,0
1,8,2,4,1,6,3,1,0
1,8,2,4,1,6,3,2,0
1,8,2,4,1,6,3,3,0
1,8,2,4,1,6,3,4,0
1,8,2,4,1,6,3,5,0
1,8,2,4,1,6,3,6,0
1,8,2,4,1,6,3,7,0
1,8,2,4,1,6,3,8,0
1,8,2,4,1,6,3,9,0
1,8,2,4,1,7,4,10,0
1,8,2,4,1,7,4,1,0
1,8,2,4,1,7,4,2,0
1,8,2,4,1,7,4,3,0
1,8,2,4,1,7,4,4,0
1,8,2,4,1,7,4,5,0
1,8,2,4,1,7,4,6,0
1,8,2,4,1,7,4,7,0
1,8,2,4,1,7,4,8,0
1,8,2,4,1,7,4,9,0
1,8,2,4,1,7,1,10,7
1,8,2,4,1,7,1,1,0
1,8,2,4,1,7,1,2,4
1,8,2,4,1,7,1,3,24
1,8,2,4,1,7,1,4,13
1,8,2,4,1,7,1,5,0
1,8,2,4,1,7,1,6,0
1,8,2,4,1,7,1,7,6
1,8,2,4,1,7,1,8,14
1,8,2,4,1,7,1,9,36
1,8,2,4,1,7,2,10,0
1,8,2,4,1,7,2,1,0
1,8,2,4,1,7,2,2,0
1,8,2,4,1,7,2,3,0
1,8,2,4,1,7,2,4,0
1,8,2,4,1,7,2,5,0
1,8,2,4,1,7,2,6,0
1,8,2,4,1,7,2,7,0
1,8,2,4,1,7,2,8,0
1,8,2,4,1,7,2,9,3
1,8,2,4,1,7,3,10,0
1,8,2,4,1,7,3,1,0
1,8,2,4,1,7,3,2,0
1,8,2,4,1,7,3,3,0
1,8,2,4,1,7,3,4,0
1,8,2,4,1,7,3,5,0
1,8,2,4,1,7,3,6,0
1,8,2,4,1,7,3,7,0
1,8,2,4,1,7,3,8,0
1,8,2,4,1,7,3,9,0
1,8,2,4,1,8,4,10,0
1,8,2,4,1,8,4,1,0
1,8,2,4,1,8,4,2,0
1,8,2,4,1,8,4,3,0
1,8,2,4,1,8,4,4,0
1,8,2,4,1,8,4,5,0
1,8,2,4,1,8,4,6,0
1,8,2,4,1,8,4,7,0
1,8,2,4,1,8,4,8,0
1,8,2,4,1,8,4,9,0
1,8,2,4,1,8,1,10,0
1,8,2,4,1,8,1,1,0
1,8,2,4,1,8,1,2,5
1,8,2,4,1,8,1,3,19
1,8,2,4,1,8,1,4,3
1,8,2,4,1,8,1,5,0
1,8,2,4,1,8,1,6,3
1,8,2,4,1,8,1,7,6
1,8,2,4,1,8,1,8,8
1,8,2,4,1,8,1,9,29
1,8,2,4,1,8,2,10,0
1,8,2,4,1,8,2,1,0
1,8,2,4,1,8,2,2,0
1,8,2,4,1,8,2,3,0
1,8,2,4,1,8,2,4,0
1,8,2,4,1,8,2,5,0
1,8,2,4,1,8,2,6,0
1,8,2,4,1,8,2,7,0
1,8,2,4,1,8,2,8,0
1,8,2,4,1,8,2,9,0
1,8,2,4,1,8,3,10,0
1,8,2,4,1,8,3,1,0
1,8,2,4,1,8,3,2,0
1,8,2,4,1,8,3,3,0
1,8,2,4,1,8,3,4,0
1,8,2,4,1,8,3,5,0
1,8,2,4,1,8,3,6,0
1,8,2,4,1,8,3,7,0
1,8,2,4,1,8,3,8,0
1,8,2,4,1,8,3,9,0
1,8,2,4,1,9,4,10,0
1,8,2,4,1,9,4,1,0
1,8,2,4,1,9,4,2,0
1,8,2,4,1,9,4,3,0
1,8,2,4,1,9,4,4,0
1,8,2,4,1,9,4,5,0
1,8,2,4,1,9,4,6,0
1,8,2,4,1,9,4,7,0
1,8,2,4,1,9,4,8,0
1,8,2,4,1,9,4,9,0
1,8,2,4,1,9,1,10,0
1,8,2,4,1,9,1,1,5
1,8,2,4,1,9,1,2,5
1,8,2,4,1,9,1,3,14
1,8,2,4,1,9,1,4,3
1,8,2,4,1,9,1,5,3
1,8,2,4,1,9,1,6,3
1,8,2,4,1,9,1,7,7
1,8,2,4,1,9,1,8,8
1,8,2,4,1,9,1,9,22
1,8,2,4,1,9,2,10,0
1,8,2,4,1,9,2,1,0
1,8,2,4,1,9,2,2,0
1,8,2,4,1,9,2,3,0
1,8,2,4,1,9,2,4,0
1,8,2,4,1,9,2,5,0
1,8,2,4,1,9,2,6,0
1,8,2,4,1,9,2,7,0
1,8,2,4,1,9,2,8,0
1,8,2,4,1,9,2,9,0
1,8,2,4,1,9,3,10,0
1,8,2,4,1,9,3,1,0
1,8,2,4,1,9,3,2,0
1,8,2,4,1,9,3,3,0
1,8,2,4,1,9,3,4,0
1,8,2,4,1,9,3,5,0
1,8,2,4,1,9,3,6,0
1,8,2,4,1,9,3,7,0
1,8,2,4,1,9,3,8,0
1,8,2,4,1,9,3,9,0
1,8,2,4,1,10,4,10,0
1,8,2,4,1,10,4,1,0
1,8,2,4,1,10,4,2,0
1,8,2,4,1,10,4,3,0
1,8,2,4,1,10,4,4,0
1,8,2,4,1,10,4,5,0
1,8,2,4,1,10,4,6,0
1,8,2,4,1,10,4,7,0
1,8,2,4,1,10,4,8,0
1,8,2,4,1,10,4,9,0
1,8,2,4,1,10,1,10,0
1,8,2,4,1,10,1,1,0
1,8,2,4,1,10,1,2,4
1,8,2,4,1,10,1,3,5
1,8,2,4,1,10,1,4,3
1,8,2,4,1,10,1,5,0
1,8,2,4,1,10,1,6,0
1,8,2,4,1,10,1,7,4
1,8,2,4,1,10,1,8,0
1,8,2,4,1,10,1,9,17
1,8,2,4,1,10,2,10,0
1,8,2,4,1,10,2,1,0
1,8,2,4,1,10,2,2,0
1,8,2,4,1,10,2,3,8
1,8,2,4,1,10,2,4,0
1,8,2,4,1,10,2,5,0
1,8,2,4,1,10,2,6,0
1,8,2,4,1,10,2,7,0
1,8,2,4,1,10,2,8,0
1,8,2,4,1,10,2,9,0
1,8,2,4,1,10,3,10,0
1,8,2,4,1,10,3,1,0
1,8,2,4,1,10,3,2,0
1,8,2,4,1,10,3,3,0
1,8,2,4,1,10,3,4,0
1,8,2,4,1,10,3,5,0
1,8,2,4,1,10,3,6,0
1,8,2,4,1,10,3,7,0
1,8,2,4,1,10,3,8,0
1,8,2,4,1,10,3,9,0
1,8,3,7,0,1,4,10,0
1,8,3,7,0,1,4,1,0
1,8,3,7,0,1,4,2,0
1,8,3,7,0,1,4,3,0
1,8,3,7,0,1,4,4,0
1,8,3,7,0,1,4,5,0
1,8,3,7,0,1,4,6,0
1,8,3,7,0,1,4,7,3
1,8,3,7,0,1,4,8,9
1,8,3,7,0,1,4,9,25
1,8,3,7,0,1,1,10,33
1,8,3,7,0,1,1,1,113
1,8,3,7,0,1,1,2,139
1,8,3,7,0,1,1,3,754
1,8,3,7,0,1,1,4,80
1,8,3,7,0,1,1,5,108
1,8,3,7,0,1,1,6,117
1,8,3,7,0,1,1,7,401
1,8,3,7,0,1,1,8,323
1,8,3,7,0,1,1,9,421
1,8,3,7,0,1,2,10,6
1,8,3,7,0,1,2,1,5
1,8,3,7,0,1,2,2,32
1,8,3,7,0,1,2,3,44
1,8,3,7,0,1,2,4,19
1,8,3,7,0,1,2,5,14
1,8,3,7,0,1,2,6,14
1,8,3,7,0,1,2,7,32
1,8,3,7,0,1,2,8,28
1,8,3,7,0,1,2,9,64
1,8,3,7,0,1,3,10,3
1,8,3,7,0,1,3,1,3
1,8,3,7,0,1,3,2,9
1,8,3,7,0,1,3,3,24
1,8,3,7,0,1,3,4,6
1,8,3,7,0,1,3,5,5
1,8,3,7,0,1,3,6,5
1,8,3,7,0,1,3,7,19
1,8,3,7,0,1,3,8,21
1,8,3,7,0,1,3,9,30
1,8,3,7,0,2,4,10,0
1,8,3,7,0,2,4,1,0
1,8,3,7,0,2,4,2,0
1,8,3,7,0,2,4,3,11
1,8,3,7,0,2,4,4,7
1,8,3,7,0,2,4,5,0
1,8,3,7,0,2,4,6,0
1,8,3,7,0,2,4,7,8
1,8,3,7,0,2,4,8,11
1,8,3,7,0,2,4,9,33
1,8,3,7,0,2,1,10,58
1,8,3,7,0,2,1,1,167
1,8,3,7,0,2,1,2,252
1,8,3,7,0,2,1,3,1140
1,8,3,7,0,2,1,4,138
1,8,3,7,0,2,1,5,185
1,8,3,7,0,2,1,6,165
1,8,3,7,0,2,1,7,544
1,8,3,7,0,2,1,8,440
1,8,3,7,0,2,1,9,494
1,8,3,7,0,2,2,10,16
1,8,3,7,0,2,2,1,23
1,8,3,7,0,2,2,2,60
1,8,3,7,0,2,2,3,112
1,8,3,7,0,2,2,4,36
1,8,3,7,0,2,2,5,27
1,8,3,7,0,2,2,6,19
1,8,3,7,0,2,2,7,71
1,8,3,7,0,2,2,8,60
1,8,3,7,0,2,2,9,54
1,8,3,7,0,2,3,10,0
1,8,3,7,0,2,3,1,8
1,8,3,7,0,2,3,2,16
1,8,3,7,0,2,3,3,42
1,8,3,7,0,2,3,4,8
1,8,3,7,0,2,3,5,6
1,8,3,7,0,2,3,6,4
1,8,3,7,0,2,3,7,36
1,8,3,7,0,2,3,8,46
1,8,3,7,0,2,3,9,67
1,8,3,7,0,3,4,10,0
1,8,3,7,0,3,4,1,4
1,8,3,7,0,3,4,2,0
1,8,3,7,0,3,4,3,15
1,8,3,7,0,3,4,4,0
1,8,3,7,0,3,4,5,0
1,8,3,7,0,3,4,6,0
1,8,3,7,0,3,4,7,7
1,8,3,7,0,3,4,8,17
1,8,3,7,0,3,4,9,40
1,8,3,7,0,3,1,10,47
1,8,3,7,0,3,1,1,247
1,8,3,7,0,3,1,2,304
1,8,3,7,0,3,1,3,1269
1,8,3,7,0,3,1,4,170
1,8,3,7,0,3,1,5,174
1,8,3,7,0,3,1,6,178
1,8,3,7,0,3,1,7,494
1,8,3,7,0,3,1,8,468
1,8,3,7,0,3,1,9,420
1,8,3,7,0,3,2,10,12
1,8,3,7,0,3,2,1,30
1,8,3,7,0,3,2,2,86
1,8,3,7,0,3,2,3,127
1,8,3,7,0,3,2,4,37
1,8,3,7,0,3,2,5,58
1,8,3,7,0,3,2,6,38
1,8,3,7,0,3,2,7,69
1,8,3,7,0,3,2,8,73
1,8,3,7,0,3,2,9,76
1,8,3,7,0,3,3,10,7
1,8,3,7,0,3,3,1,7
1,8,3,7,0,3,3,2,14
1,8,3,7,0,3,3,3,59
1,8,3,7,0,3,3,4,16
1,8,3,7,0,3,3,5,16
1,8,3,7,0,3,3,6,9
1,8,3,7,0,3,3,7,35
1,8,3,7,0,3,3,8,43
1,8,3,7,0,3,3,9,49
1,8,3,7,0,4,4,10,0
1,8,3,7,0,4,4,1,0
1,8,3,7,0,4,4,2,0
1,8,3,7,0,4,4,3,18
1,8,3,7,0,4,4,4,0
1,8,3,7,0,4,4,5,0
1,8,3,7,0,4,4,6,6
1,8,3,7,0,4,4,7,6
1,8,3,7,0,4,4,8,14
1,8,3,7,0,4,4,9,23
1,8,3,7,0,4,1,10,44
1,8,3,7,0,4,1,1,278
1,8,3,7,0,4,1,2,465
1,8,3,7,0,4,1,3,1371
1,8,3,7,0,4,1,4,169
1,8,3,7,0,4,1,5,211
1,8,3,7,0,4,1,6,184
1,8,3,7,0,4,1,7,500
1,8,3,7,0,4,1,8,466
1,8,3,7,0,4,1,9,398
1,8,3,7,0,4,2,10,12
1,8,3,7,0,4,2,1,50
1,8,3,7,0,4,2,2,141
1,8,3,7,0,4,2,3,156
1,8,3,7,0,4,2,4,38
1,8,3,7,0,4,2,5,47
1,8,3,7,0,4,2,6,37
1,8,3,7,0,4,2,7,82
1,8,3,7,0,4,2,8,61
1,8,3,7,0,4,2,9,85
1,8,3,7,0,4,3,10,7
1,8,3,7,0,4,3,1,14
1,8,3,7,0,4,3,2,35
1,8,3,7,0,4,3,3,75
1,8,3,7,0,4,3,4,28
1,8,3,7,0,4,3,5,16
1,8,3,7,0,4,3,6,11
1,8,3,7,0,4,3,7,41
1,8,3,7,0,4,3,8,48
1,8,3,7,0,4,3,9,44
1,8,3,7,0,5,4,10,0
1,8,3,7,0,5,4,1,0
1,8,3,7,0,5,4,2,0
1,8,3,7,0,5,4,3,10
1,8,3,7,0,5,4,4,0
1,8,3,7,0,5,4,5,4
1,8,3,7,0,5,4,6,0
1,8,3,7,0,5,4,7,5
1,8,3,7,0,5,4,8,22
1,8,3,7,0,5,4,9,25
1,8,3,7,0,5,1,10,60
1,8,3,7,0,5,1,1,301
1,8,3,7,0,5,1,2,664
1,8,3,7,0,5,1,3,1601
1,8,3,7,0,5,1,4,215
1,8,3,7,0,5,1,5,246
1,8,3,7,0,5,1,6,227
1,8,3,7,0,5,1,7,523
1,8,3,7,0,5,1,8,479
1,8,3,7,0,5,1,9,429
1,8,3,7,0,5,2,10,14
1,8,3,7,0,5,2,1,69
1,8,3,7,0,5,2,2,150
1,8,3,7,0,5,2,3,140
1,8,3,7,0,5,2,4,59
1,8,3,7,0,5,2,5,57
1,8,3,7,0,5,2,6,47
1,8,3,7,0,5,2,7,87
1,8,3,7,0,5,2,8,70
1,8,3,7,0,5,2,9,106
1,8,3,7,0,5,3,10,10
1,8,3,7,0,5,3,1,13
1,8,3,7,0,5,3,2,45
1,8,3,7,0,5,3,3,55
1,8,3,7,0,5,3,4,22
1,8,3,7,0,5,3,5,16
1,8,3,7,0,5,3,6,15
1,8,3,7,0,5,3,7,48
1,8,3,7,0,5,3,8,56
1,8,3,7,0,5,3,9,66
1,8,3,7,0,6,4,10,3
1,8,3,7,0,6,4,1,5
1,8,3,7,0,6,4,2,0
1,8,3,7,0,6,4,3,21
1,8,3,7,0,6,4,4,3
1,8,3,7,0,6,4,5,7
1,8,3,7,0,6,4,6,3
1,8,3,7,0,6,4,7,4
1,8,3,7,0,6,4,8,11
1,8,3,7,0,6,4,9,22
1,8,3,7,0,6,1,10,57
1,8,3,7,0,6,1,1,366
1,8,3,7,0,6,1,2,812
1,8,3,7,0,6,1,3,1515
1,8,3,7,0,6,1,4,211
1,8,3,7,0,6,1,5,249
1,8,3,7,0,6,1,6,218
1,8,3,7,0,6,1,7,493
1,8,3,7,0,6,1,8,466
